id,country
Wagner K,
Wagner M,Germany
Wagner P,Russian federation
Wagner S,Australia
Wagner W,Austria
Wagner WG,United states
Wah Foo Y,United kingdom
Wahdatyar H,United states
Wahlquist H,Sweden
Wahshan C,empty
Waibel M,United kingdom
Waidler J,Netherlands
Wainer A,Israel
Waisová Š,Czech republic
Waitt G,Australia
Wakamiya LR,United states
Walder AG,United states
Waldman IA,Russian federation
Waldron A,United states
Waldron AN,empty
Waldron P,United kingdom
Waldstein M,United states
Walecki M,Italy
Wales O,United kingdom
Waligórska M,Germany
WaligórskaOlejniczak B,empty
Walke A,United states
Walker B,United states
Walker C,United states
Walker CD,empty
Walker EW,United states
Walker G,United kingdom
Walker HK,United states
Walker J,Canada
Walker PF,United states
Walker SG,empty
Walker W,United kingdom
Wall J,United states
Wall M,United states
Wall MM,United states
Wallace C,United kingdom
Wallace MD,empty
Wallace S,United states
Wallach Y,United kingdom
Wallander CA,United states
Waller JG,United states
Waller JM,United states
Waller M,United states
Wallich CI,United states
Wallis E,United kingdom
Wallis PD,United states
Wallwork L,Azerbaijan
Walmsley TL,Australia
Walsemann KM,United states
Walsh BP,empty
Walsh J,Ireland
Walsh JI,United states
Walsh JSP,United states
Walsh K,United kingdom
Walsh L,United states
Walsh P,United kingdom
Walsh S,Ireland
Walsh SD,Israel
Walsh VM,empty
Walt G,United kingdom
Walter C,Germany
Walter G,
Walter O,Germany
Walter P,Canada
Walters B,United kingdom
Walters HE,United states
Walters J,empty
Walters LH,United states
Walton E,South africa
Walton TR,United states
Waltz K,empty
Waluszko J,Norway
Walz A,Germany
Wan W,China
Wanderer W,United states
Wang B,China
Wang C,China
Wang CC,empty
Wang D,Hong kong
Wang E,United states
Wang H,China
Wang J,United states
Wang L,China
Wang P,China
Wang Q,China
Wang R,China
Wang S,Sweden
Wang T,United states
Wang W,China
Wang X,China
Wang Y,China
Wang Z,United states
Wang ZM,Macao
Wanner A,United states
Wanner C,United states
Wanner RA,Canada
Wanta W,United states
Ward C,New zealand
Ward CJ,United states
Ward K,United kingdom
Ward Kingkade W,United states
Ward MD,United states
Ward P,Austria
Ward PW,United states
Ward RD,United kingdom
Ward S,United kingdom
Ward SV,United kingdom
Warde I,United states
Warditz VM,Germany
Ware R,empty
Ware RB,United states
Warf B,United states
Warford MK,United states
Warhola JW,United states
Waring E,empty
Wark M,empty
Wark W,Canada
Warkotsch A,Germany
Warner G,United kingdom
Warner L,United states
Warner M,empty
Warren JP,empty
Warren RP,United kingdom
Warren SA,United states
WarzywodaKruszynska W,empty
Wasdani KP,India
Wasilewski W,Poland
Wasiuta O,Poland
Waske B,Germany
Wasserman A,Israel
Wasson JT,United states
Wastnidge E,United kingdom
Wasylciw JK,Canada
Watanabe T,Japan
Wataru Y,Japan
Waterlow J,United kingdom
Waters C,Australia
Waters E,Australia
Waters RA Jr,empty
Waters T,Germany
Watkins G,United kingdom
WatkinsMathys L,empty
Watry DM,empty
Watson BW,United states
Watson J,New zealand
Watson K,United kingdom
Watson LK,Canada
Watson P,United kingdom
Watson R,United states
Watson SD,Canada
Watson T,United kingdom
Watt A,Hungary
Watt JH,empty
Watt RH,United kingdom
Watters K,United states
Watts J,Sweden
Watts LL,United states
Watts M,United states
Watts R,Australia
Waugh D,United states
Waugh WL Jr,empty
Wawryniuk A,Ukraine
Wawrzonek M,Poland
Way L,empty
Way LA,Canada
Waylen KA,United kingdom
Waysband E,Israel
WaśkoOwsiejczuk E,empty
Weaver C,United kingdom
Weaver D,United states
Web M,United states
Webb CPM,United states
Webb D,Australia
Webb Williams N,United states
Webber C,United states
Webber D,United states
Webber GR,United states
Webber M,United kingdom
Webber MJ,empty
Weber C,Institut für sozialforschune im arbeitsbereich theorie und geschichte der gewalt
Weber DI,Russian federation
Weber M,empty
Weber MI,Russian federation
Weber Y,United states
WeberNewth I,empty
Webersik C,Norway
Webman E,Israel
Webster C,United states
Webster GR,United states
Wedel JR,United states
Wedeman A,United states
Weed MC,empty
Weede E,Germany
Weeks H,United kingdom
Weeks TR,United states
Weems Jr RE,empty
Weenink A,Netherlands
Weese H,Germany
Weesjes E,United states
Wegerich K,Germany
Wegmann KW,United states
Wegmarshaus GR,empty
Wegner PE,empty
Wegren S,United states
Wegren SK,empty
Wehling F,United states
Wehrmeyer A,Germany
Wei C,United states
Wei LT,Singapore
Wei W,China
Wei X,empty
Wei Y,China
Wei Z,United states
Weichert BS,empty
Weichert K,Poland
Weicker T,Germany
Weidmann NB,Switzerland
Weiffen B,Brazil
Weigel DJ,United states
Weigel G,United states
Weigle MA,empty
Weiker WF,United states
Weil S,South africa
Weiler JD,United states
Weiler T,empty
Weilnböck H,Germany
Weimar ND,Germany
Wein M,Israel
Weinar A,United kingdom
Weinbaum MG,United states
Weinberg EA,United kingdom
Weinberg GL,United states
Weinberg L,United states
Weinberg LB,empty
Weinberg N,United states
Weinberg R,United states
Weinberger R,Austria
Weindling P,Oxford brookes university
Weiner A,United states
Weiner DR,University of arizona
Weiner R,empty
Weiner RR,United states
Weiner SK,United states
Weinfeld M,Canada
Weingartner J,United states
Weingast BR,empty
Weinland RG,United states
Weinreb AR,United states
Weinreich M,Germany
Weins C,empty
Weinstein HM,United states
Weinstein J,empty
Weinstein JM,
Weinstein T,empty
Weinthal E,United states
Weinthal L,United states
Weintraub J,United states
Weintrob LR,United states
Weipert A,empty
Weir GE,United states
Weirich AC,empty
Weis C,United kingdom
Weisband E,empty
Weisbrode K,Turkey
Weisel A,Israel
Weiser T,Germany
Weiss D,Switzerland
Weiss H,Germany
Weiss Jr C,empty
Weiss L,United states
Weiss R,empty
Weiss RM,United states
Weiss S,United states
Weiss TG,United states
Weiss U,Israel
WeissWendt A,empty
Weissbrod R,Israel
Weisskirchen G,empty
Weisskopf M,Israel
Weissova B,Germany
Weitz ED,United states
Weitz R,United states
WeitzelPolzer E,empty
Weizman A,Israel
Wejnert B,United states
Welch A,Australia
Welch AR,empty
Welch CE Jr,empty
Welch LS,Norway
Welchman JC,United states
Weld SP,United states
Wellbrock W,Germany
Weller GR,Canada
Weller RC,United states
Wellman C,Australia
Wells C,Finland
Wells LB,United kingdom
Wells LG,United states
Wells MP,Norway
Wells SF Jr,empty
Welp M,Germany
Welsh HA,United states
Welsh J,Finland
Welsh K,United states
Welt C,empty
Welter F,Germany
Welzel C,Germany
Wen N,United kingdom
Wen R,China
Wen T,
Wendel DDB,United states
Wendland AV,Germany
Wendland KJ,United states
Wendt H,Germany
Wendt JA,Poland
Wendt JC,United states
Wendt M,Sweden
Weng H,China
Wenger A,Switzerland
Wenger E,United states
Wengle S,empty
Wengle SA,United states
Wenjuan W,China
Wenker L,Switzerland
Wennberg F,Sweden
Wenner M,empty
Wenninger A,empty
Wentzel SI,Austria
Wenz M,empty
Wenzel HJ,empty
Wenzel NG,United states
Wenzhong H,China
Werani A,Germany
Werkmeister C,Germany
Werneke J,United kingdom
Werner C,United states
Werner CA,empty
Werner F,Germany
Wernicke G,Germany
Werth K,empty
Werth N,France
Werth PW,United states
Werts DE,United states
Wertsch JV,United states
Wessels JI,Sweden
Wessels W,Germany
West K,Italy
West P,United states
West S,United kingdom
Westad OA,United kingdom
Westbrook TW,United states
Westergaard B,Sweden
Westermann EB,United states
Western B,United states
Westhead P,United kingdom
Westle B,empty
Westlund H,Sweden
Weston T,United states
Westover JH,United states
Westphal M,Germany
Westra JH,United states
Westra R,Japan
Westwood J,United kingdom
Westwood JN,United kingdom
Wetherell M,United kingdom
Wettig G,United states
Wetzel A,Germany
Wetzinger J,Austria
Wevill R,United kingdom
Wexler P,empty
Weyher LF,United states
Wezel K,United states
Whaley LJ,United states
Wheat J,United states
Wheat T,United states
Wheatcroft S,empty
Wheatcroft SG,Australia
Wheatley B,United kingdom
Wheatley J,Germany
Wheeler GR,United states
Wheeler M,empty
Wheeler NJ,United kingdom
Wheeler W,United kingdom
Wheelersburg RP,United states
Wheelon AD,United states
Wheelwright J,United kingdom
Whelan FLC,United kingdom
White A,United kingdom
White D,United kingdom
White DC,United states
White E,United kingdom
White FH,United states
White G,United kingdom
White J,United kingdom
White JA,empty
White JD,United kingdom
White JJ,King's college london
White JK,United states
White JM,Russian federation
White KD,Kazakhstan
White PB,United states
White S,United kingdom
White TJ,United states
WhiteHunt K,empty
Whitefield S,United kingdom
Whitesell RS,United states
Whitewood P,United kingdom
Whiting AS,United states
Whitmeyer K,United states
Whitmore S,United kingdom
Whitney G,United states
Whitney K,United states
Whitsel CM,United states
Whitt S,United states
Whitton M,Tajikistan
Whitworth W,United states
Whooley J,United states
Whyte J,Australia
Whyte MK,United states
Wiarda HJ,United states
Wiatr JJ,Poland
Wibben ATR,United states
Wichelns D,empty
WickhamCrowley T,empty
Wickström DE,empty
Widderich S,Germany
Widdis E,United kingdom
Widmer T,Switzerland
Widyanti W,Indonesia
Widyastuti T,Indonesia
Wieclawski J,Poland
Wiedenhofer D,Austria
Wiedlack K,Austria
Wiedlack MK,empty
Wiegandt MH,empty
Wiegmann U,Germany
Wiel S,United states
Wielecki KM,Poland
Wiemer B,Germany
Wiendl J,Czech republic
Wiener B,empty
Wiener BE,Russian federation
Wiener G,Hungary
Wiener JB,United states
Wierzbicka A,Australia
Wierzcholska AW,empty
Wierzchosławski RP,Poland
Wiese R,Germany
Wiesner M,Friedrich-schiller-univ. jena
Wiesner MLR,Mexico
Wiget A,United states
Wigger KA,Norway
Wiggins L,United kingdom
WigglesworthBaker T,empty
Wigley E,United kingdom
Wijermars M,Netherlands
WiktorMach D,empty
Wiktorow A,Poland
Wilbur J,United states
Wilcox E,United states
Wilczynski J,Australia
Wildenthal L,empty
Wilder A,
Wildermuth DW,United states
Wiles P,United kingdom
Wilford H,empty
Wilhelm D,empty
Wilhelm JH,United states
Wilhelmsen J,Norway
Wilhelmsson N,Finland
Wilk A,Poland
Wilk E,Poland
Wilkins DB,United states
Wilkinson C,Australia
Wilkinson S,United kingdom
Will G,Germany
Willems B,United kingdom
Willerslev R,Denmark
Willert KE,United states
Willerton JP,United states
Williams AJ,United kingdom
Williams AM,United kingdom
Williams BG,United states
Williams C,United kingdom
Williams CC,United kingdom
Williams DC,United states
Williams DG,United states
Williams DM,United states
Williams GP,United states
Williams H,United kingdom
Williams HL,United kingdom
Williams J,United kingdom
Williams JHP,United states
Williams JL,empty
Williams JM,United states
Williams JT,United states
Williams K,United states
Williams M,United kingdom
Williams MD,United states
Williams MJ,United kingdom
Williams N,Belgium
Williams P,United kingdom
Williams R,
Williams SE,United states
Williams SW,United kingdom
Williams T,United kingdom
Williamson BJ,United kingdom
Williamson DC,United states
Williamson RC,United states
Willimott A,United kingdom
Williot JP,empty
Willisch J,Germany
Willmetts S,Netherlands
Willms W,Germany
Willnat L,empty
Wilmes J,United states
Wilmé L,Madagascar
Wilson A,United kingdom
Wilson AM,United states
Wilson B,United states
Wilson CS,Australia
Wilson D,United kingdom
Wilson G,United kingdom
Wilson GN,Canada
Wilson HJ,United states
Wilson J,United states
Wilson JG,United states
Wilson JL,United states
Wilson K,South korea
Wilson L,United kingdom
Wilson PH,United kingdom
Wilson R,United states
Wilson RG,United states
Wilson RJ,United states
Wilson RT,United kingdom
Wilson Rowe E,Norway
Wilson S,United states
Wilson T,United states
Wilson TD,Mexico
Wilson TL,Sweden
Wilson W,empty
Wimberg E,United states
Wimmer A,United states
Winch PJ,United states
Wincott D,United kingdom
Wincławski W,Poland
Windass S,Netherlands
Windle K,Australia
Windsor D,United states
Winecoff WK,United states
Winfrey WL,United states
Wing Yi Chan,empty
Wingender M,Germany
Winger G,United states
Wingfield NM,United states
Wingrove P,United kingdom
Winham GR,Canada
Winiecki J,Poland
Winjum JK,
Winkler DF,United states
Winkler S,Russian federation
Winkler SC,Sweden
Winkler V,Germany
Winn GFT,United states
Winner AC,United states
Winokur T,empty
Winrow GM,Turkey
Winship JA,United states
Winsler A,United states
Winslow J,
WinstanleyChesters R,empty
Winston V,United states
Winston VH,empty
Winter DG,United states
Winter IC,
Winter J,empty
Winters LA,United states
Winterton J,United kingdom
Wintrobe R,Canada
Winz K,United states
Winzoski KJ,Canada
Wirminghaus N,United states
Wirszup I,empty
Wirth C,Germany
Wirtz AL,United states
Wirtz JJ,United states
Wise CR,United states
Wiseman G,United kingdom
Wishnick E,United states
Wishon J,United states
Wissehr C,United states
Wistrand JS,United states
Witczak P,Poland
Wites T,Poland
Withana R,Australia
Witherspoon K,Georgia
Witherspoon KB,empty
Witko C,United states
Witkowski P,Poland
Witlox F,Belgium
Witmer F,empty
Witmer FDW,United states
Witmore C,United states
Witowicz B,Poland
Witt R,empty
Witt S,Sweden
Witte J,United states
Witte J Jr,empty
Witte SS,United states
Wittenberg J,United states
Wittke C,Germany
Wittner LS,United states
Wixman R,United states
Więckowski M,Poland
Wiśniewski R,Poland
Wlazlowska DP,Poland
Wlodkowski PA,United states
Wnuk R,Poland
Woehrel S,empty
Wohlforth WC,United states
Wojcik TG,United states
Wojdon J,Poland
Wojnicka J,Poland
Wojnowski Z,United kingdom
Wojtaszak A,Poland
Wolchik SL,United states
Wolczuk K,United kingdom
Wold JL,United states
Wolf AB,Azerbaijan
Wolf E,New zealand
Wolf FO,Germany
Wolf HC,United states
WolfFédida M,empty
Wolfe C,United kingdom
Wolfe J,University of tulsa
Wolfe TC,United states
Wolfel R,empty
Wolfel RL,United states
Wolff R,United states
Wolff RD,empty
Wolff S,United kingdom
Wolfgang K,Germany
Wolfgramm B,Switzerland
Wolfson B,empty
Wolfsthal JB,empty
Wolhuter CC,South africa
Wolin R,United states
Wolin S,empty
Wolins M,United states
Wollmann H,Germany
Wolowyna O,United states
Wolpert DJ,United kingdom
Wolton S,United kingdom
Wolz A,Germany
Wong J,Canada
Wong KH,empty
Wong LF,empty
Wong PN,United kingdom
Wong R,Singapore
Wong SS,Hong kong
Wong YL,empty
Woo H,South korea
Woo S,empty
Wood A,United kingdom
Wood BD,United states
Wood EA,United states
Wood G,United kingdom
Wood H,United kingdom
Wood RS,United states
Wood S,Netherlands
Woodard L,United states
Woodburn SM,United states
Woodcock CE,United states
Wooden AE,United states
Woodruff D,United kingdom
Woodruff DM,United states
Woods K,empty
Woods KM,United states
Woods N,empty
Woodward R,United kingdom
Woolf AF,United states
Woolfson C,Sweden
Woolfson CA,empty
Worden EA,empty
Worgan P,United kingdom
Worley DR,empty
Worley M,United kingdom
Worobec CD,United states
Worschech S,empty
Worsley P,United kingdom
Worth O,Ireland
Worthington B,United kingdom
Wouters P,empty
Wozniuk V,United states
Wołkonowski J,Poland
Wołos M,Poland
Woźniak A,Poland
Woźniak M,Poland
WoźniakWieczorek A,empty
Wrakberg U,Norway
Wren DA,United states
Wright A,United kingdom
Wright AS,United kingdom
Wright BM,United states
Wright G,Ukraine
Wright J,United states
Wright M,United kingdom
Wright MF,United states
Wright RA,United states
Wright S,United kingdom
Wrighton S,Netherlands
Wrigley C,Norway
Wrona J,Poland
Wrong DH,Italy
Wronska T,Ukraine
Wróbel P,Canada
Wu A,United kingdom
Wu AZ,United kingdom
Wu B,China
Wu C,Taiwan
Wu CC,empty
Wu G,United states
Wu HH,United states
Wu J,empty
Wu L,China
Wu M,China
Wu S,Singapore
Wu SS,empty
Wu T,China
Wu X,Australia
Wu YS,empty
Wuebbles DJ,United states
Wukelic GE,United states
Wulf M,Netherlands
Wunsch G,Belgium
Wurfel D,Canada
Wybranowski D,Poland
Wydra D,Austria
Wydra H,United kingdom
Wylegała A,Poland
Wylie RF,United states
Wyman M,United kingdom
Wynn C,United states
Wynot J,Metropolitan state college of denver
Wyrwich M,Germany
Wysocka A,Poland
Wyss K,Switzerland
Wyss M,United kingdom
Wädekin KE,empty
Wæhler TA,Norway
WïsniewieckaBrückner K,empty
Wójcik B,Poland
Wójcik D,United kingdom
Wójcik J,Poland
Wójcik M,Poland
WójcikŻołądek M,empty
Wölfel U,United kingdom
Wörn A,Germany
Włodarkiewicz W,Poland
Włoskowicz W,Poland
Xavier CF,Brazil
Xi G,China
Xia Y,China
Xiang L,Switzerland
Xiao D,China
Xiao R,China
Xiao Y,China
Xiao Z,United states
Xiaochuan D,China
Xiaohe C,empty
Xiaojuan Z,China
Xiaoling S,China
Xiaona Q,Russian federation
Xias Y,empty
Xie PF,Macao
Xie S,China
Xie X,China
Xingang W,China
Xiong K,China
Xiong Y,China
Xiu C,China
Xoliqov T,Uzbekistan
Xu B,China
Xu E,China
Xu J,China
Xu P,New zealand
Xu X,United states
Xu Y,China
Xue B,China
Yablokov B,Russian federation
Yablokov EA,Russian federation
Yablokov I,United kingdom
YablonovskaGrishchenko E,empty
Yablonovskaya NV,Russian federation
Yablonskyi V,Ukraine
Yabyshtaev T,Russian federation
Yach D,United states
Yadav A,India
Yadav R,India
Yadgar Y,United kingdom
Yadov VA,Russian federation
Yadova M,Russian federation
Yadova MA,empty
Yaffe H,United kingdom
Yaffé J,Uruguay
Yafyasova MR,Russian federation
Yagaanbuyant D,Mongolia
Yagi F,Japan
Yagmur K,Netherlands
Yagov O,Russian federation
Yagunov D,Ukraine
Yakavets N,United kingdom
Yakemtchouk R,Belgium
Yakhnich L,empty
Yakhshiyan O,Russian federation
Yakhutl YA,Russian federation
Yakhutla YA,empty
Yakimov I,Russian federation
Yakimov OD,empty
Yakimova IK,Bulgaria
Yakimova LP,Russian federation
Yakimova NS,Russian federation
Yakobov E,Canada
Yakobson A,Israel
Yakoubov MO,Russian federation
Yakova L,Bulgaria
Yakovenko AV,Ukraine
Yakovenko I,Ukraine
Yakovenko IM,empty
Yakovenko K,Israel
Yakovlev A,Russian federation
Yakovlev E,Russian federation
Yakovlev GA,Russian federation
Yakovlev I,Russian federation
Yakovlev V,Russian federation
Yakovleva AF,Russian federation
Yakovleva I,Russian federation
Yakovleva M,Russian federation
Yakovleva N,Russian federation
Yakovleva NI,Belarus
Yakubov M,Uzbekistan
Yakubovich V,United states
Yakubovskyi I,Ukraine
Yakubovych M,empty
Yakunin V,Russian federation
Yakunin VN,Russian federation
Yakupov KA,Russian federation
Yakupova DV,Russian federation
Yakushenko O,Italy
Yakushev AV,Russian federation
Yakusheva A,Russian federation
Yakushko O,United states
Yakutova UV,Russian federation
Yaldiz F,Turkey
Yalen D,United states
Yalew MT,China
Yali N,Almaty
Yalim AC,United states
Yalozina EA,Russian federation
YalçinHeckmann L,empty
Yamada T,Japan
Yamada Y,Japan
Yamagata Y,Japan
Yamaletdinov S,Russian federation
Yamamoto T,Japan
Yaman A,Turkey
Yamaoka K,Japan
Yamashkin AA,Russian federation
Yamazaki T,Japan
Yamelynets T,Ukraine
Yamin T,Pakistan
YaminPasternak S,empty
Yamskov AN,empty
Yan H,China
Yan X,Canada
Yan Z,China
Yanalak M,Turkey
Yanbykh R,Russian federation
Yanchenko DG,Russian federation
Yanenko A,Ukraine
Yanev K,Bulgaria
Yang B,Singapore
Yang C,Russian federation
Yang F,China
Yang H,China
Yang J,South korea
Yang K,United states
Yang L,empty
Yang M,South korea
Yang P,China
Yang S,China
Yang SY,empty
Yang WS,Canada
Yang X,China
Yang XY,China
Yangeldina D,Norway
Yanguzin A,Russian federation
Yanik LK,Turkey
Yanishevska K,Ukraine
Yanitsky O,empty
Yanitsky ON,Russian federation
Yaniv I,Israel
Yaniya Y,empty
Yanjiao T,China
Yankelevich P,Mexico
Yankova G,United states
Yankovskaya G,empty
Yankovskaya GA,Russian federation
Yanowitch M,United states
Yantser O,Russian federation
Yanushevskaya I,Ireland
Yanutsh OA,Russian federation
Yao Q,United states
Yao S,United kingdom
Yao Y,China
Yaomei F,China
Yap J,Philippines
Yaqub MM,United states
Yarashevich V,Ludwig-maximilians university munich
Yarbaeva SN,Tajikistan
Yarema Y,Ukraine
Yaremchuk OA,Russian federation
Yaremko G,Ukraine
YarhiMilo K,empty
Yarime M,Hong kong
Yarkov VV,Russian federation
Yarlykapov AA,Russian federation
Yarlykova MM,China
Yarmakeev IE,Russian federation
Yarmusik E,Belarus
Yarmysh AN,empty
Yarmysh O,Ukraine
Yarochkina EV,Kazakhstan
Yarosh OB,Russian federation
Yaroshenko S,Russian federation
Yaroshenko SS,empty
Yaroshenko Y,Ukraine
Yarovova TV,Russian federation
Yarovoy G,Finland
Yarskaya V,Russian federation
YarskayaSmirnova E,empty
Yarwood L,United kingdom
Yarygin NN,Russian federation
Yarzutkina AA,Russian federation
Yasakov Z,Uzbekistan
Yasakova NY,Ukraine
Yasaveev I,Russian federation
Yasinsky SV,Russian federation
Yaskevich V,Kazakhstan
Yasmeen S,Australia
Yasnitsky A,Canada
Yastrebkova O,France
Yastrebov G,Germany
Yastrebov OA,Russian federation
Yastrebova AI,Russian federation
Yastrebova LA,Russian federation
Yasuoka R,Japan
Yates A,Australia
Yatsalo B,Russian federation
Yatsenko SA,empty
Yatsunska O,Ukraine
Yatsyk A,Sweden
Yau Laurence Yuen C,China
Yavlovskaya PE,Russian federation
Yavorskaya M,Russian federation
Yavuz HM,United states
Yazdani E,Iran
Yazdanshenas Z,Iran
Yazkova A,Russian federation
Yazkova AA,empty
Yazliyeva O,Czech republic
Ybert E,France
Ybyray AK,Kazakhstan
Ye Q,China
Ye T,China
Yea S,South korea
Yeager FJ,
Yedgina G,Kazakhstan
Yedilbayev B,Kazakhstan
Yefimov V,France
Yegidis BL,United states
Yeginbay A,Kazakhstan
Yegorov D,Israel
Yegorov Y,Austria
Yegorova NI,Russian federation
Yeh C,Boston university
Yeh YS,empty
Yeheskel O,Israel
Yekelchyk S,Canada
Yelbayeva Z,Kazakhstan
Yelenevskaya M,Israel
Yelenevskaya MN,empty
Yelenevskayab M,empty
Yelensky V,Ukraine
Yelenskyi V,Ukraine
Yeleuhanova S,Kazakhstan
Yelisovenko Y,Ukraine
Yellen JA,empty
Yelok VS,Turkey
Yeltsov MV,Russian federation
Yelvington KA,United states
Yem N,Kazakhstan
Yembuu B,Mongolia
Yemelianova G,empty
Yemelianova GM,United kingdom
Yemini M,Israel
Yen WS,empty
Yengo P,France
Yenina L,Russian federation
Yensenov K,empty
Yensenov KA,Kazakhstan
Yensepov B,Kazakhstan
Yeoh EKK,empty
Yeoh F,United kingdom
Yeong M,Singapore
Yeraliyeva L,Kazakhstan
Yerekesheva L,Kazakhstan
Yerezhepkyzy R,Kazakhstan
Yerimpasheva AT,Kazakhstan
Yerken A,Hungary
Yerkimbay A,United states
Yermekbayeva ASh,empty
Yermekov F,Kazakhstan
Yermolaev O,Russian federation
Yernazar B,Kazakhstan
Yeros P,India
Yeryomin A,Russian federation
Yesbolova A,Kazakhstan
Yesdauletov A,United states
Yesdauletova A,empty
Yesdauletova AM,Kazakhstan
Yeselson A,United kingdom
Yesenov DK,Kazakhstan
Yesevi ÇG,Turkey
Yeshmanova A,Kazakhstan
Yeshniyazov N,Kazakhstan
Yeshniyazov N Sr,empty
YeshuaKatz D,empty
Yeskendirov M,Kazakhstan
Yesselbayev R,Kazakhstan
Yessenova K,Kazakhstan
Yessenova S,Canada
Yesserkepova Z,Kazakhstan
Yessimova S,Kazakhstan
Yi F,China
Yi J,South korea
Yi S,South korea
Yiangou G,Cyprus
Yigit S,Georgia
Yikhsanov A,Russian federation
Yilamu W,United states
Yildirim S,United states
Yildiz C,empty
Yildiz N,Turkey
Yilmaz G,Turkey
Yilmaz H,United kingdom
Yilmaz S,Turkey
Yim E,France
Yin H,United states
Yin J,China
Yin KJ,empty
Yinan L,Russian federation
Ying K,United states
Ying X,China
Yitzhaki D,Israel
Yiying C,China
Ylimaunu T,Finland
Yoder A,empty
Yodfat A,empty
Yodfat AY,empty
Yoel J,Israel
Yogev H,Israel
Yohanani L,Israel
Yoldash MA,Turkey
Yolkov LN,Russian federation
YomTov A,empty
Yona L,Israel
Yonah Y,Israel
YongJun D,empty
Yonosuke N,empty
Yoo HJ,South korea
Yoon DK,empty
Yoon DM,United states
Yoon MK,empty
Yoon T,South korea
Yordanov R,United states
Yordanov RA,empty
York HF,United states
York R,United states
Yormirzoev M,Russian federation
Yoruk E,United kingdom
Yorulmaz O,Turkey
Yoshida I,Japan
Yoshida S,Japan
Yoshihara N,Japan
Yoshihara T,United states
Yoshinari M,Canada
Yossifov P,United states
Yost DS,United states
You C,South korea
You L,China
Youn H,
Young AB,United states
Young AT,United states
Young BR,United states
Young C,United states
Young CB,United states
Young G,University of washington
Young HP,United states
Young J,United kingdom
Young JF,Canada
Young JW,empty
Young K,Australia
Young MD,empty
Young MJ,United states
Young RF,United states
Young RJC,empty
Youngblood DJ,United states
Youngman M,United kingdom
Youngmann R,Israel
Youngs R,empty
Yount R,United states
Yountchi L,United states
Yousufi M,Pakistan
Youzeev AN,Russian federation
Yrysbek O,empty
Yrza B,United kingdom
Yu B,China
Yu C,China
Yu G,China
Yu GT,United states
Yu H,China
Yu J,China
Yu ME,Russian federation
Yu ML,empty
Yu PK,United states
Yu Polyakova T,empty
Yu Q,China
Yu T,United states
Yu W,China
Yu X,China
Yuan FF,Australia
Yuan I,empty
Yuan J,Sweden
Yuan JD,empty
Yuan N,China
Yuan Y,China
Yuan Z,China
Yudin A,Russian federation
Yudin AA,Russian federation
Yudin B,Russian federation
Yudin KA,Russian federation
Yudina E,Russian federation
Yudina TN,Russian federation
Yudina TV,Russian federation
Yudkevich M,Russian federation
Yudkin VF,Russian federation
Yufereva OV,Ukraine
Yuldashev F,United states
Yulina GN,Russian federation
Yuling C,China
Yumatov KV,Russian federation
Yun H,South korea
Yun SM,Russian federation
Yun Y,South korea
Yungblud V,Russian federation
Yungblud VT,empty
Yungblyud V,empty
Yungblyud VT,empty
YunokiOie K,empty
Yunusov A,Azerbaijan
Yunusova FV,The birsk branch of the bashkir state university
Yunusova V,Russian federation
Yunyu K,Russian federation
Yurak V,Russian federation
Yurchak A,United states
Yurchenko IYu,empty
Yurchenko Y,United kingdom
Yurchuk Y,Sweden
Yurdigul Y,Turkey
Yurechko JJ,United states
Yurevich A,Russian federation
Yurevich MA,Russian federation
Yurganov AL,Russian federation
Yuri NM,United states
Yurii B,Uzhhorod national university
Yurii R,Ukraine
Yuriychuk Y,Ukraine
Yurlova S,Russian federation
Yurochkin VYu,empty
Yurovetskaya AV,Russian federation
Yurtaev VI,Russian federation
Yushkova EV,Russian federation
Yushmanova MI,Russian federation
Yusifov MZ,United states
Yusoff MA,Malaysia
YusufjonovaAbman Z,empty
Yusupov D,United kingdom
Yusupov RA,Russian federation
Yusupova DJ,Uzbekistan
Yusupova G,United kingdom
Yusupova M,United kingdom
Yusupova NM,Russian federation
Yusupova TI,Russian federation
Yuyukina LV,Russian federation
Yuzefovich G,Russian federation
Yuzefovich NG,Russian federation
Yuzhakov V,Russian federation
Yüce M,Turkey
Yükseker D,Turkey
Yüksel S,Turkey
Yıldırım HH,Turkey
Yılmaz E,Germany
Yılmaz S,Turkey
ZHANG B,China
ZHOLDASSULY T,Tarih anabilim dali
Zabaev I,Russian federation
Zabasta A,Latvia
Zabayev I,empty
Zabaykin YV,Russian federation
Zabecki DT,empty
Zabelin S,Russian federation
Zabirko O,Germany
Zabirova AT,empty
Zabiyako AA,Russian federation
Zabiyako VA,Russian federation
Zabolotnykh E,Russian federation
Zabortseva YN,Australia
Zabotkina V,Russian federation
Zabrodskaja A,Estonia
Zabrovskaia L,Russian federation
Zabubenin E,Russian federation
Zabulionis A,Lithuania
Zabulionisb A,United kingdom
Zabyelina Y,United states
Zabyelina YG,empty
Zaccaria B,empty
Zachmann UM,United kingdom
Zadeh MN,United states
Zadora A,France
Zadorina AO,Russian federation
Zagajewski B,Poland
ZagarSostaric P,empty
Zagato L,Italy
Zagidulina TA,Russian federation
Zagidullina M,Poland
Zagidullina VM,Russian federation
Zagoria DS,United states
Zagorskij A,Russian federation
Zaguidoulline MG,
Zagulova D,Latvia
Zagumennov AV,Russian federation
Zahab MA,empty
