source,target,count
Poland,Technische universität münchen,9
Technische universität münchen,Poland,9
Poland,Texas a and m university,7
Texas a and m university,Poland,7
Poland,Texas aandm university-corpus christi,12
Texas aandm university-corpus christi,Poland,12
Poland,Thailand,38
Thailand,Poland,38
Poland,The birsk branch of the bashkir state university,4
The birsk branch of the bashkir state university,Poland,4
Poland,The economic policy and research center dubai economic council,2
The economic policy and research center dubai economic council,Poland,2
Poland,The george washington university,11
The george washington university,Poland,11
Poland,The new school for social research,126
The new school for social research,Poland,126
Poland,The “bath house readings”,9
The “bath house readings”,Poland,9
Poland,Transylvania university,57
Transylvania university,Poland,57
Poland,Trinidad and tobago,93
Trinidad and tobago,Poland,93
Poland,Tu chemnitz,1
Tu chemnitz,Poland,1
Poland,Tunisia,125
Tunisia,Poland,125
Poland,Turkey,2923
Turkey,Poland,2923
Poland,Turkmenistan,49
Turkmenistan,Poland,49
Poland,Tuvalu,18
Tuvalu,Poland,18
Poland,U.s. naval academy,5
U.s. naval academy,Poland,5
Poland,Uit: the arctic university of norway,24
Uit: the arctic university of norway,Poland,24
Poland,Uk,21
Uk,Poland,21
Poland,Ukraine,8733
Ukraine,Poland,8733
Poland,Umr 7220,63
Umr 7220,Poland,63
Poland,United arab emirates,412
United arab emirates,Poland,412
Poland,United kingdom,57338
United kingdom,Poland,57338
Poland,United states,109107
United states,Poland,109107
Poland,United states holocaust memorial museum,30
United states holocaust memorial museum,Poland,30
Poland,Universidad de sevilla,15
Universidad de sevilla,Poland,15
Poland,Universiteit utrecht,5
Universiteit utrecht,Poland,5
Poland,University at albany state university of new york,6
University at albany state university of new york,Poland,6
Poland,University college london,2
University college london,Poland,2
Poland,University of arizona,11
University of arizona,Poland,11
Poland,University of birmingham,12
University of birmingham,Poland,12
Poland,University of bologna,15
University of bologna,Poland,15
Poland,University of bristol,40
University of bristol,Poland,40
Poland,University of calabria,2
University of calabria,Poland,2
Poland,University of central asia,10
University of central asia,Poland,10
Poland,University of delaware,7
University of delaware,Poland,7
Poland,University of florida,4
University of florida,Poland,4
Poland,University of groningen,16
University of groningen,Poland,16
Poland,University of haifa,5
University of haifa,Poland,5
Poland,University of helsinki,2
University of helsinki,Poland,2
Poland,University of islamic sciences,4
University of islamic sciences,Poland,4
Poland,University of kansas,27
University of kansas,Poland,27
Poland,University of latvia,5
University of latvia,Poland,5
Poland,University of leeds,1
University of leeds,Poland,1
Poland,University of london,70
University of london,Poland,70
Poland,University of manchester,12
University of manchester,Poland,12
Poland,University of melbourne,65
University of melbourne,Poland,65
Poland,University of miami school of architecture,11
University of miami school of architecture,Poland,11
Poland,University of michigan,1
University of michigan,Poland,1
Poland,University of minnesota,60
University of minnesota,Poland,60
Poland,University of nantes,3
University of nantes,Poland,3
Poland,University of north texas,26
University of north texas,Poland,26
Poland,University of otago,7
University of otago,Poland,7
Poland,University of pisa,2
University of pisa,Poland,2
Poland,University of pittsburgh,84
University of pittsburgh,Poland,84
Poland,University of southampton,35
University of southampton,Poland,35
Poland,University of southern california,3
University of southern california,Poland,3
Poland,University of tarbiat modares,3
University of tarbiat modares,Poland,3
Poland,University of tehran,12
University of tehran,Poland,12
Poland,University of toronto,51
University of toronto,Poland,51
Poland,University of tulsa,19
University of tulsa,Poland,19
Poland,University of turin,35
University of turin,Poland,35
Poland,University of tübingen,12
University of tübingen,Poland,12
Poland,University of wales swansea,4
University of wales swansea,Poland,4
Poland,University of washington,84
University of washington,Poland,84
Poland,University of wisconsin-madison,11
University of wisconsin-madison,Poland,11
Poland,University of wolverhampton,47
University of wolverhampton,Poland,47
Poland,University of wyoming,9
University of wyoming,Poland,9
Poland,Université des antilles et de la guyane,1
Université des antilles et de la guyane,Poland,1
Poland,Univerzita konštantína filozofa v nitre filozofická fakulta,38
Univerzita konštantína filozofa v nitre filozofická fakulta,Poland,38
Poland,Uniwersytet europejski viadrina we frankfurcie n. odra&cedil,27
Uniwersytet europejski viadrina we frankfurcie n. odra&cedil,Poland,27
Poland,Uniwersytet jagielloński w krakowie,11
Uniwersytet jagielloński w krakowie,Poland,11
Poland,Uniwersytet kazimierza wielkiego,35
Uniwersytet kazimierza wielkiego,Poland,35
Poland,Uppsala university,108
Uppsala university,Poland,108
Poland,Uruguay,5
Uruguay,Poland,5
Poland,Us department of state,13
Us department of state,Poland,13
Poland,Uzbekistan,592
Uzbekistan,Poland,592
Poland,V.i. vernadsky crimean federal university,9
V.i. vernadsky crimean federal university,Poland,9
Poland,Vidal sassoon international center for the study of antisemitism,5
Vidal sassoon international center for the study of antisemitism,Poland,5
Poland,Viet nam,259
Viet nam,Poland,259
Poland,Villanova university,9
Villanova university,Poland,9
Poland,Vytautas magnus university,13
Vytautas magnus university,Poland,13
Poland,Warsaw school for social psychology,74
Warsaw school for social psychology,Poland,74
Poland,World bank,47
World bank,Poland,47
Poland,Yale university,8
Yale university,Poland,8
Poland,York university,2
York university,Poland,2
Poland,empty,68936
empty,Poland,68936
Poland,États-unis d'amérique,27
États-unis d'amérique,Poland,27
Polish academy of sciences,Cyprus,1
Cyprus,Polish academy of sciences,1
Polish academy of sciences,Mexico,1
Mexico,Polish academy of sciences,1
Polish academy of sciences,Portugal,2
Portugal,Polish academy of sciences,2
Polish academy of sciences,Russian federation,192
Russian federation,Polish academy of sciences,192
Polish academy of sciences,Slovakia,5
Slovakia,Polish academy of sciences,5
Polish academy of sciences,South korea,2
South korea,Polish academy of sciences,2
Polish academy of sciences,Spain,5
Spain,Polish academy of sciences,5
Polish academy of sciences,Sweden,30
Sweden,Polish academy of sciences,30
Polish academy of sciences,Switzerland,17
Switzerland,Polish academy of sciences,17
Polish academy of sciences,Turkey,9
Turkey,Polish academy of sciences,9
Polish academy of sciences,Ukraine,38
Ukraine,Polish academy of sciences,38
Polish academy of sciences,United kingdom,213
United kingdom,Polish academy of sciences,213
Polish academy of sciences,United states,356
United states,Polish academy of sciences,356
Polish academy of sciences,empty,207
empty,Polish academy of sciences,207
Portugal,Allameh tabatabaei university,1
Allameh tabatabaei university,Portugal,1
Portugal,Austin,1
Austin,Portugal,1
Portugal,Berlin's humboldt university,1
Berlin's humboldt university,Portugal,1
Portugal,Chatham house,1
Chatham house,Portugal,1
Portugal,College of art and design,7
College of art and design,Portugal,7
Portugal,College of letters and science,1
College of letters and science,Portugal,1
Portugal,Columbia university,1
Columbia university,Portugal,1
Portugal,Communication studies program at concordia university,1
Communication studies program at concordia university,Portugal,1
Portugal,Eurasia department,9
Eurasia department,Portugal,9
Portugal,Faculty of humanities,1
Faculty of humanities,Portugal,1
Portugal,Freie universität berlin,3
Freie universität berlin,Portugal,3
Portugal,Geographisches institut der universität innsbruck,3
Geographisches institut der universität innsbruck,Portugal,3
Portugal,German multinational company,2
German multinational company,Portugal,2
Portugal,Hankuk university of foreign studies,1
Hankuk university of foreign studies,Portugal,1
Portugal,Hebrew university of jerusalem,2
Hebrew university of jerusalem,Portugal,2
Portugal,Humboldt university,3
Humboldt university,Portugal,3
Portugal,Independent researcher,6
Independent researcher,Portugal,6
Portugal,Institut für ge-schichtswissenschaften & europäische ethnologie,2
Institut für ge-schichtswissenschaften & europäische ethnologie,Portugal,2
Portugal,Institut für sozialforschune im arbeitsbereich theorie und geschichte der gewalt,5
Institut für sozialforschune im arbeitsbereich theorie und geschichte der gewalt,Portugal,5
Portugal,Institute of political sciences at ilia state university,3
Institute of political sciences at ilia state university,Portugal,3
Portugal,Iris,1
Iris,Portugal,1
Portugal,Kazan,1
Kazan,Portugal,1
Portugal,Kellogg college,1
Kellogg college,Portugal,1
Portugal,Komazawa university,2
Komazawa university,Portugal,2
Portugal,Ma 01063,1
Ma 01063,Portugal,1
Portugal,Ministry of foreign affairs,1
Ministry of foreign affairs,Portugal,1
Portugal,Mozambique,1
Mozambique,Portugal,1
Portugal,National research university higher school of economics,3
National research university higher school of economics,Portugal,3
Portugal,Portugal,52
Portugal,Qatar,18
Qatar,Portugal,18
Portugal,Queen's university,2
Queen's university,Portugal,2
Portugal,Rand drug policy research center,2
Rand drug policy research center,Portugal,2
Portugal,Republic of karachai-cherkessia,2
Republic of karachai-cherkessia,Portugal,2
Portugal,Research institute of the evangelical lutheran church of finland,3
Research institute of the evangelical lutheran church of finland,Portugal,3
Portugal,Romania,250
Romania,Portugal,250
Portugal,Russian federation,5920
Russian federation,Portugal,5920
Portugal,Russian language teaching methodology institute of philology of moscow state pedagogical university,2
Russian language teaching methodology institute of philology of moscow state pedagogical university,Portugal,2
Portugal,Saudi arabia,23
Saudi arabia,Portugal,23
Portugal,School of architecture,7
School of architecture,Portugal,7
Portugal,School of humanities and social sciences,9
School of humanities and social sciences,Portugal,9
Portugal,School of modern languages,2
School of modern languages,Portugal,2
Portugal,Senegal,4
Senegal,Portugal,4
Portugal,Serbia,40
Serbia,Portugal,40
Portugal,Singapore,100
Singapore,Portugal,100
Portugal,Slovakia,112
Slovakia,Portugal,112
Portugal,Slovenia,82
Slovenia,Portugal,82
Portugal,South africa,135
South africa,Portugal,135
Portugal,South korea,163
South korea,Portugal,163
Portugal,Spain,275
Spain,Portugal,275
Portugal,Stanford university,1
Stanford university,Portugal,1
Portugal,Sweden,998
Sweden,Portugal,998
Portugal,Switzerland,495
Switzerland,Portugal,495
Portugal,Taiwan,33
Taiwan,Portugal,33
Portugal,Tajikistan,28
Tajikistan,Portugal,28
Portugal,Tanzania,5
Tanzania,Portugal,5
Portugal,Tatar state humanitarian and pedagogical university,2
Tatar state humanitarian and pedagogical university,Portugal,2
Portugal,Texas aandm university-corpus christi,1
Texas aandm university-corpus christi,Portugal,1
Portugal,Thailand,11
Thailand,Portugal,11
Portugal,The george washington university,1
The george washington university,Portugal,1
Portugal,The new school for social research,10
The new school for social research,Portugal,10
Portugal,Transylvania university,2
Transylvania university,Portugal,2
Portugal,Trinidad and tobago,17
Trinidad and tobago,Portugal,17
Portugal,Tunisia,21
Tunisia,Portugal,21
Portugal,Turkey,422
Turkey,Portugal,422
Portugal,Turkmenistan,6
Turkmenistan,Portugal,6
Portugal,U.s. naval academy,2
U.s. naval academy,Portugal,2
Portugal,Uit: the arctic university of norway,3
Uit: the arctic university of norway,Portugal,3
Portugal,Ukraine,815
Ukraine,Portugal,815
Portugal,Umr 7220,2
Umr 7220,Portugal,2
Portugal,United arab emirates,50
United arab emirates,Portugal,50
Portugal,United kingdom,6630
United kingdom,Portugal,6630
Portugal,United states,12502
United states,Portugal,12502
Portugal,University college london,1
University college london,Portugal,1
Portugal,University of birmingham,3
University of birmingham,Portugal,3
Portugal,University of bristol,3
University of bristol,Portugal,3
Portugal,University of delaware,1
University of delaware,Portugal,1
Portugal,University of florida,4
University of florida,Portugal,4
Portugal,University of groningen,1
University of groningen,Portugal,1
Portugal,University of latvia,2
University of latvia,Portugal,2
Portugal,University of london,4
University of london,Portugal,4
Portugal,University of manchester,2
University of manchester,Portugal,2
Portugal,University of minnesota,6
University of minnesota,Portugal,6
Portugal,University of north texas,4
University of north texas,Portugal,4
Portugal,University of pittsburgh,11
University of pittsburgh,Portugal,11
Portugal,University of southampton,5
University of southampton,Portugal,5
Portugal,University of tarbiat modares,2
University of tarbiat modares,Portugal,2
Portugal,University of toronto,1
University of toronto,Portugal,1
Portugal,University of turin,4
University of turin,Portugal,4
Portugal,University of tübingen,1
University of tübingen,Portugal,1
Portugal,University of washington,7
University of washington,Portugal,7
Portugal,University of waterloo,2
University of waterloo,Portugal,2
Portugal,University of wisconsin-madison,1
University of wisconsin-madison,Portugal,1
Portugal,University of wolverhampton,3
University of wolverhampton,Portugal,3
Portugal,University of wyoming,1
University of wyoming,Portugal,1
Portugal,Univerzita konštantína filozofa v nitre filozofická fakulta,5
Univerzita konštantína filozofa v nitre filozofická fakulta,Portugal,5
Portugal,Uppsala university,11
Uppsala university,Portugal,11
Portugal,Us department of state,2
Us department of state,Portugal,2
Portugal,Uzbekistan,88
Uzbekistan,Portugal,88
Portugal,Viet nam,35
Viet nam,Portugal,35
Portugal,World bank,7
World bank,Portugal,7
Portugal,Zambia,4
Zambia,Portugal,4
Portugal,empty,7441
empty,Portugal,7441
Portugal,États-unis d'amérique,3
États-unis d'amérique,Portugal,3
Pro moldova association of historians and political scientists,Australia,1
Australia,Pro moldova association of historians and political scientists,1
Pro moldova association of historians and political scientists,Austria,1
Austria,Pro moldova association of historians and political scientists,1
Pro moldova association of historians and political scientists,Belgium,1
Belgium,Pro moldova association of historians and political scientists,1
Pro moldova association of historians and political scientists,Centre for european migration and ethnic studies (cemes),1
Centre for european migration and ethnic studies (cemes),Pro moldova association of historians and political scientists,1
Pro moldova association of historians and political scientists,Denmark,2
Denmark,Pro moldova association of historians and political scientists,2
Pro moldova association of historians and political scientists,Estonia,2
Estonia,Pro moldova association of historians and political scientists,2
Pro moldova association of historians and political scientists,Finland,2
Finland,Pro moldova association of historians and political scientists,2
Pro moldova association of historians and political scientists,France,2
France,Pro moldova association of historians and political scientists,2
Pro moldova association of historians and political scientists,Germany,3
Germany,Pro moldova association of historians and political scientists,3
Pro moldova association of historians and political scientists,Greece,1
Greece,Pro moldova association of historians and political scientists,1
Pro moldova association of historians and political scientists,Hungary,3
Hungary,Pro moldova association of historians and political scientists,3
Pro moldova association of historians and political scientists,India,2
India,Pro moldova association of historians and political scientists,2
Pro moldova association of historians and political scientists,Ireland,2
Ireland,Pro moldova association of historians and political scientists,2
Pro moldova association of historians and political scientists,Israel,1
Israel,Pro moldova association of historians and political scientists,1
Pro moldova association of historians and political scientists,Italy,2
Italy,Pro moldova association of historians and political scientists,2
Pro moldova association of historians and political scientists,Kyrgyzstan,1
Kyrgyzstan,Pro moldova association of historians and political scientists,1
Pro moldova association of historians and political scientists,Lithuania,2
Lithuania,Pro moldova association of historians and political scientists,2
Pro moldova association of historians and political scientists,Netherlands,4
Netherlands,Pro moldova association of historians and political scientists,4
Pro moldova association of historians and political scientists,New zealand,1
New zealand,Pro moldova association of historians and political scientists,1
Pro moldova association of historians and political scientists,Norway,3
Norway,Pro moldova association of historians and political scientists,3
Pro moldova association of historians and political scientists,Poland,5
Poland,Pro moldova association of historians and political scientists,5
Pro moldova association of historians and political scientists,Russian federation,46
Russian federation,Pro moldova association of historians and political scientists,46
Pro moldova association of historians and political scientists,Sweden,1
Sweden,Pro moldova association of historians and political scientists,1
Pro moldova association of historians and political scientists,Switzerland,1
Switzerland,Pro moldova association of historians and political scientists,1
Pro moldova association of historians and political scientists,Tajikistan,1
Tajikistan,Pro moldova association of historians and political scientists,1
Pro moldova association of historians and political scientists,Turkey,3
Turkey,Pro moldova association of historians and political scientists,3
Pro moldova association of historians and political scientists,Ukraine,9
Ukraine,Pro moldova association of historians and political scientists,9
Pro moldova association of historians and political scientists,United kingdom,12
United kingdom,Pro moldova association of historians and political scientists,12
Pro moldova association of historians and political scientists,United states,25
United states,Pro moldova association of historians and political scientists,25
Pro moldova association of historians and political scientists,empty,26
empty,Pro moldova association of historians and political scientists,26
Promotion/protection of human rights,Canada,1
Canada,Promotion/protection of human rights,1
Promotion/protection of human rights,Denmark,1
Denmark,Promotion/protection of human rights,1
Promotion/protection of human rights,Israel,1
Israel,Promotion/protection of human rights,1
Promotion/protection of human rights,Kazan,1
Kazan,Promotion/protection of human rights,1
Promotion/protection of human rights,Moldova,1
Moldova,Promotion/protection of human rights,1
Promotion/protection of human rights,Netherlands,1
Netherlands,Promotion/protection of human rights,1
Promotion/protection of human rights,Norway,1
Norway,Promotion/protection of human rights,1
Promotion/protection of human rights,Russian federation,9
Russian federation,Promotion/protection of human rights,9
Promotion/protection of human rights,United kingdom,3
United kingdom,Promotion/protection of human rights,3
Promotion/protection of human rights,United states,3
United states,Promotion/protection of human rights,3
Promotion/protection of human rights,Uzbekistan,1
Uzbekistan,Promotion/protection of human rights,1
Promotion/protection of human rights,empty,4
empty,Promotion/protection of human rights,4
Qatar,Afghanistan,4
Afghanistan,Qatar,4
Qatar,Albania,3
Albania,Qatar,3
Qatar,Azad university,1
Azad university,Qatar,1
Qatar,Bangladesh,3
Bangladesh,Qatar,3
Qatar,Canada (fax: +1 613 788 4064),4
Canada (fax: +1 613 788 4064),Qatar,4
Qatar,Centre for european migration and ethnic studies (cemes),1
Centre for european migration and ethnic studies (cemes),Qatar,1
Qatar,Chatham house,2
Chatham house,Qatar,2
Qatar,Cnrs paris-berlin,1
Cnrs paris-berlin,Qatar,1
Qatar,College of art and design,1
College of art and design,Qatar,1
Qatar,Colombia,3
Colombia,Qatar,3
Qatar,Des minorités (gdm),1
Des minorités (gdm),Qatar,1
Qatar,Egypt,5
Egypt,Qatar,5
Qatar,Inalco,2
Inalco,Qatar,2
Qatar,Indonesia,1
Indonesia,Qatar,1
Qatar,Institut für sozialforschune im arbeitsbereich theorie und geschichte der gewalt,2
Institut für sozialforschune im arbeitsbereich theorie und geschichte der gewalt,Qatar,2
Qatar,Institute of political sciences at ilia state university,1
Institute of political sciences at ilia state university,Qatar,1
Qatar,International and energy studies,1
International and energy studies,Qatar,1
Qatar,International centre for the history and sociology of world war ii and its consequences,1
International centre for the history and sociology of world war ii and its consequences,Qatar,1
Qatar,Islamic azad university,3
Islamic azad university,Qatar,3
Qatar,Jadara university,1
Jadara university,Qatar,1
Qatar,Kuwait,1
Kuwait,Qatar,1
Qatar,Laboratoire de recherche historique rhône-alpes (larhra),1
Laboratoire de recherche historique rhône-alpes (larhra),Qatar,1
Qatar,Luxembourg,5
Luxembourg,Qatar,5
Qatar,North macedonia,1
North macedonia,Qatar,1
Qatar,Palestine,3
Palestine,Qatar,3
Qatar,Peru,1
Peru,Qatar,1
Qatar,Philippines,2
Philippines,Qatar,2
Qatar,Polish academy of sciences,1
Polish academy of sciences,Qatar,1
Qatar,Qatar,3
Qatar,Rand drug policy research center,1
Rand drug policy research center,Qatar,1
Qatar,Republic of karachai-cherkessia,2
Republic of karachai-cherkessia,Qatar,2
Qatar,Romania,55
Romania,Qatar,55
Qatar,Russian federation,1282
Russian federation,Qatar,1282
Qatar,Saudi arabia,8
Saudi arabia,Qatar,8
Qatar,School of architecture,1
School of architecture,Qatar,1
Qatar,School of modern languages,1
School of modern languages,Qatar,1
Qatar,Senegal,1
Senegal,Qatar,1
Qatar,Serbia,3
Serbia,Qatar,3
Qatar,She is a fellow at the european foundation for democracy. she earned her ph.d. at george mason university,1
She is a fellow at the european foundation for democracy. she earned her ph.d. at george mason university,Qatar,1
Qatar,Singapore,35
Singapore,Qatar,35
Qatar,Slovakia,17
Slovakia,Qatar,17
Qatar,Slovenia,11
Slovenia,Qatar,11
Qatar,South africa,20
South africa,Qatar,20
Qatar,South korea,39
South korea,Qatar,39
Qatar,Spain,62
Spain,Qatar,62
Qatar,Sweden,186
Sweden,Qatar,186
Qatar,Switzerland,87
Switzerland,Qatar,87
Qatar,Taiwan,7
Taiwan,Qatar,7
Qatar,Tajikistan,6
Tajikistan,Qatar,6
Qatar,Thailand,7
Thailand,Qatar,7
Qatar,The new school for social research,2
The new school for social research,Qatar,2
Qatar,Trinidad and tobago,7
Trinidad and tobago,Qatar,7
Qatar,Tunisia,8
Tunisia,Qatar,8
Qatar,Turkey,80
Turkey,Qatar,80
Qatar,Turkmenistan,1
Turkmenistan,Qatar,1
Qatar,Ukraine,181
Ukraine,Qatar,181
Qatar,United arab emirates,13
United arab emirates,Qatar,13
Qatar,United kingdom,1416
United kingdom,Qatar,1416
Qatar,United states,2843
United states,Qatar,2843
Qatar,University of birmingham,3
University of birmingham,Qatar,3
Qatar,University of groningen,2
University of groningen,Qatar,2
Qatar,University of islamic sciences,1
University of islamic sciences,Qatar,1
Qatar,University of kansas,1
University of kansas,Qatar,1
Qatar,University of manchester,1
University of manchester,Qatar,1
Qatar,University of minnesota,2
University of minnesota,Qatar,2
Qatar,University of north texas,2
University of north texas,Qatar,2
Qatar,University of pittsburgh,3
University of pittsburgh,Qatar,3
Qatar,University of tarbiat modares,1
University of tarbiat modares,Qatar,1
Qatar,University of turin,1
University of turin,Qatar,1
Qatar,University of wolverhampton,1
University of wolverhampton,Qatar,1
Qatar,University of wyoming,1
University of wyoming,Qatar,1
Qatar,Uniwersytet kazimierza wielkiego,2
Uniwersytet kazimierza wielkiego,Qatar,2
Qatar,Uppsala university,3
Uppsala university,Qatar,3
Qatar,Us department of state,1
Us department of state,Qatar,1
Qatar,Uzbekistan,21
Uzbekistan,Qatar,21
Qatar,Viet nam,5
Viet nam,Qatar,5
Qatar,empty,1707
empty,Qatar,1707
Queen's university,Durham university,1
Durham university,Queen's university,1
Queen's university,Russian federation,83
Russian federation,Queen's university,83
Queen's university,Sweden,20
Sweden,Queen's university,20
Queen's university,Switzerland,6
Switzerland,Queen's university,6
Queen's university,Turkey,3
Turkey,Queen's university,3
Queen's university,Ukraine,9
Ukraine,Queen's university,9
Queen's university,United kingdom,105
United kingdom,Queen's university,105
Queen's university,United states,241
United states,Queen's university,241
Queen's university,Uzbekistan,1
Uzbekistan,Queen's university,1
Queen's university,empty,137
empty,Queen's university,137
Rand drug policy research center,Egypt,1
Egypt,Rand drug policy research center,1
Rand drug policy research center,Russian federation,60
Russian federation,Rand drug policy research center,60
Rand drug policy research center,Sweden,20
Sweden,Rand drug policy research center,20
Rand drug policy research center,Turkey,14
Turkey,Rand drug policy research center,14
Rand drug policy research center,United kingdom,139
United kingdom,Rand drug policy research center,139
Rand drug policy research center,United states,262
United states,Rand drug policy research center,262
Rand drug policy research center,empty,137
empty,Rand drug policy research center,137
Ras,Russian federation,58
Russian federation,Ras,58
Ras,United kingdom,23
United kingdom,Ras,23
Ras,United states,45
United states,Ras,45
Ras,empty,39
empty,Ras,39
Republic of karachai-cherkessia,Afghanistan,2
Afghanistan,Republic of karachai-cherkessia,2
Republic of karachai-cherkessia,Austria,6
Austria,Republic of karachai-cherkessia,6
Republic of karachai-cherkessia,Belarus,2
Belarus,Republic of karachai-cherkessia,2
Republic of karachai-cherkessia,Brazil,2
Brazil,Republic of karachai-cherkessia,2
Republic of karachai-cherkessia,Canada (fax: +1 613 788 4064),1
Canada (fax: +1 613 788 4064),Republic of karachai-cherkessia,1
Republic of karachai-cherkessia,Cyprus,3
Cyprus,Republic of karachai-cherkessia,3
Republic of karachai-cherkessia,Department of anthropology,1
Department of anthropology,Republic of karachai-cherkessia,1
Republic of karachai-cherkessia,Egypt,2
Egypt,Republic of karachai-cherkessia,2
Republic of karachai-cherkessia,German multinational company,1
German multinational company,Republic of karachai-cherkessia,1
Republic of karachai-cherkessia,Hong kong,2
Hong kong,Republic of karachai-cherkessia,2
Republic of karachai-cherkessia,Humboldt university,1
Humboldt university,Republic of karachai-cherkessia,1
Republic of karachai-cherkessia,Indonesia,1
Indonesia,Republic of karachai-cherkessia,1
Republic of karachai-cherkessia,Institute of political sciences at ilia state university,1
Institute of political sciences at ilia state university,Republic of karachai-cherkessia,1
Republic of karachai-cherkessia,Lebanon,1
Lebanon,Republic of karachai-cherkessia,1
Republic of karachai-cherkessia,Norway,10
Norway,Republic of karachai-cherkessia,10
Republic of karachai-cherkessia,Rand drug policy research center,1
Rand drug policy research center,Republic of karachai-cherkessia,1
Republic of karachai-cherkessia,Romania,7
Romania,Republic of karachai-cherkessia,7
Republic of karachai-cherkessia,Russian federation,97
Russian federation,Republic of karachai-cherkessia,97
Republic of karachai-cherkessia,School of modern languages,1
School of modern languages,Republic of karachai-cherkessia,1
Republic of karachai-cherkessia,Serbia,1
Serbia,Republic of karachai-cherkessia,1
Republic of karachai-cherkessia,Slovakia,3
Slovakia,Republic of karachai-cherkessia,3
Republic of karachai-cherkessia,Soas,1
Soas,Republic of karachai-cherkessia,1
Republic of karachai-cherkessia,South africa,3
South africa,Republic of karachai-cherkessia,3
Republic of karachai-cherkessia,South korea,5
South korea,Republic of karachai-cherkessia,5
Republic of karachai-cherkessia,Spain,4
Spain,Republic of karachai-cherkessia,4
Republic of karachai-cherkessia,Sweden,46
Sweden,Republic of karachai-cherkessia,46
Republic of karachai-cherkessia,Switzerland,19
Switzerland,Republic of karachai-cherkessia,19
Republic of karachai-cherkessia,Tajikistan,1
Tajikistan,Republic of karachai-cherkessia,1
Republic of karachai-cherkessia,Tunisia,1
Tunisia,Republic of karachai-cherkessia,1
Republic of karachai-cherkessia,Turkey,30
Turkey,Republic of karachai-cherkessia,30
Republic of karachai-cherkessia,U.s. naval academy,1
U.s. naval academy,Republic of karachai-cherkessia,1
Republic of karachai-cherkessia,Ukraine,19
Ukraine,Republic of karachai-cherkessia,19
Republic of karachai-cherkessia,United kingdom,235
United kingdom,Republic of karachai-cherkessia,235
Republic of karachai-cherkessia,United states,479
United states,Republic of karachai-cherkessia,479
Republic of karachai-cherkessia,University of manchester,1
University of manchester,Republic of karachai-cherkessia,1
Republic of karachai-cherkessia,University of pittsburgh,1
University of pittsburgh,Republic of karachai-cherkessia,1
Republic of karachai-cherkessia,University of washington,1
University of washington,Republic of karachai-cherkessia,1
Republic of karachai-cherkessia,Uzbekistan,10
Uzbekistan,Republic of karachai-cherkessia,10
Republic of karachai-cherkessia,empty,275
empty,Republic of karachai-cherkessia,275
Research institute of the evangelical lutheran church of finland,Bangladesh,1
Bangladesh,Research institute of the evangelical lutheran church of finland,1
Research institute of the evangelical lutheran church of finland,Bosnia and herzegovina,1
Bosnia and herzegovina,Research institute of the evangelical lutheran church of finland,1
Research institute of the evangelical lutheran church of finland,Bulgaria,5
Bulgaria,Research institute of the evangelical lutheran church of finland,5
Research institute of the evangelical lutheran church of finland,Canada (fax: +1 613 788 4064),1
Canada (fax: +1 613 788 4064),Research institute of the evangelical lutheran church of finland,1
Research institute of the evangelical lutheran church of finland,Chatham house,1
Chatham house,Research institute of the evangelical lutheran church of finland,1
Research institute of the evangelical lutheran church of finland,Colombia,1
Colombia,Research institute of the evangelical lutheran church of finland,1
Research institute of the evangelical lutheran church of finland,Croatia,1
Croatia,Research institute of the evangelical lutheran church of finland,1
Research institute of the evangelical lutheran church of finland,Cuba,1
Cuba,Research institute of the evangelical lutheran church of finland,1
Research institute of the evangelical lutheran church of finland,Cyprus,2
Cyprus,Research institute of the evangelical lutheran church of finland,2
Research institute of the evangelical lutheran church of finland,Durham university,1
Durham university,Research institute of the evangelical lutheran church of finland,1
Research institute of the evangelical lutheran church of finland,Independent researcher,1
Independent researcher,Research institute of the evangelical lutheran church of finland,1
Research institute of the evangelical lutheran church of finland,Kazakhstan astana university miras kazakhstan kazakh national pedagogical university named after abai kazakhstan,1
Kazakhstan astana university miras kazakhstan kazakh national pedagogical university named after abai kazakhstan,Research institute of the evangelical lutheran church of finland,1
Research institute of the evangelical lutheran church of finland,Latvia,2
Latvia,Research institute of the evangelical lutheran church of finland,2
Research institute of the evangelical lutheran church of finland,Lebanon,1
Lebanon,Research institute of the evangelical lutheran church of finland,1
Research institute of the evangelical lutheran church of finland,Luxembourg,1
Luxembourg,Research institute of the evangelical lutheran church of finland,1
Research institute of the evangelical lutheran church of finland,Romania,5
Romania,Research institute of the evangelical lutheran church of finland,5
Research institute of the evangelical lutheran church of finland,Russian federation,350
Russian federation,Research institute of the evangelical lutheran church of finland,350
Research institute of the evangelical lutheran church of finland,Saudi arabia,1
Saudi arabia,Research institute of the evangelical lutheran church of finland,1
Research institute of the evangelical lutheran church of finland,School of modern languages,1
School of modern languages,Research institute of the evangelical lutheran church of finland,1
Research institute of the evangelical lutheran church of finland,Serbia,2
Serbia,Research institute of the evangelical lutheran church of finland,2
Research institute of the evangelical lutheran church of finland,Singapore,6
Singapore,Research institute of the evangelical lutheran church of finland,6
Research institute of the evangelical lutheran church of finland,Slovenia,2
Slovenia,Research institute of the evangelical lutheran church of finland,2
Research institute of the evangelical lutheran church of finland,Soas,1
Soas,Research institute of the evangelical lutheran church of finland,1
Research institute of the evangelical lutheran church of finland,South africa,6
