id, label, degree
continuity and change,continuity and change,1
foreign policy decision-making,foreign policy decision-making,1
indigenous literature,indigenous literature,1
preambles,preambles,1
diffraction optics,diffraction optics,1
digital holography,digital holography,1
x-rays,x-rays,1
chinese soviet- watchers,chinese soviet- watchers,1
3d model-based analysis,3d model-based analysis,1
actual dimensions,actual dimensions,1
actual structure,actual structure,1
historical documentation,historical documentation,1
method of mounting,method of mounting,1
shukhov hyperboloid tower in shabolovka street,shukhov hyperboloid tower in shabolovka street,1
fall of the ussr,fall of the ussr,1
solitude,solitude,1
ecological degradation,ecological degradation,1
human activity,human activity,1
panel gmm,panel gmm,1
russian intellectual history,russian intellectual history,1
aral sea ecological crisis,aral sea ecological crisis,1
bayesian network,bayesian network,1
syr darya river,syr darya river,1
water-energy-food-ecology nexus,water-energy-food-ecology nexus,1
fashion production,fashion production,1
theory of the field of production,theory of the field of production,1
mass campaigns,mass campaigns,1
world peace council,world peace council,1
“just war” theory,“just war” theory,1
literary cabaret,literary cabaret,1
wagabunda cabaret,wagabunda cabaret,1
exurban development,exurban development,1
forest shrinkage,forest shrinkage,1
landsat5tm,landsat5tm,1
remote sensing imagery,remote sensing imagery,1
soviet military intelligence,soviet military intelligence,1
the civil media control,the civil media control,1
the polish people’s army,the polish people’s army,1
complex functional system,complex functional system,1
anthroposophy,anthroposophy,1
m. sabashnikova-voloshina,m. sabashnikova-voloshina,1
serafim of sarov,serafim of sarov,1
world cinema,world cinema,1
kemalist,kemalist,1
jubilee history,jubilee history,1
jubilees,jubilees,1
human philosophy and psychology,human philosophy and psychology,1
huseyn javid,huseyn javid,1
philosophy of love and beauty,philosophy of love and beauty,1
dyadic threats,dyadic threats,1
historical beliefs,historical beliefs,1
polyadic threats,polyadic threats,1
anna karenina,anna karenina,1
the cranes are flying,the cranes are flying,1
diplomatic studies,diplomatic studies,1
spokesperson,spokesperson,1
cultural hierarchies,cultural hierarchies,1
cultural journalism,cultural journalism,1
chick corea,chick corea,1
fusion,fusion,1
jazz-rock,jazz-rock,1
polystylism,polystylism,1
return to forever,return to forever,1
stylistic adaptation,stylistic adaptation,1
karakalpaks,karakalpaks,1
kisho kurokawa,kisho kurokawa,1
independent travelers,independent travelers,1
design theory,design theory,1
global transfer,global transfer,1
modern industrial architecture,modern industrial architecture,1
i.v. stalin crimean state medical institute,i.v. stalin crimean state medical institute,1
kzyl-orda,kzyl-orda,1
death of stalin,death of stalin,1
foreign broadcast information service,foreign broadcast information service,1
us intelligence,us intelligence,1
existential questions,existential questions,1
meaning making,meaning making,1
north caucasian emigrants,north caucasian emigrants,1
charter,charter,1
university self-governance,university self-governance,1
ural state university,ural state university,1
holdomor,holdomor,1
foreign relations of the soviet union,foreign relations of the soviet union,1
image of the soviet union abroad,image of the soviet union abroad,1
soviet famines,soviet famines,1
kharkiv literati,kharkiv literati,1
multi-ethnic community,multi-ethnic community,1
state antisemitism,state antisemitism,1
ukrainian-russian-jewish encounters,ukrainian-russian-jewish encounters,1
stavropol,stavropol,1
dispersed ethnic minority,dispersed ethnic minority,1
long-standing territorial community,long-standing territorial community,1
self-governing colony,self-governing colony,1
continental,continental,1
ethniccultural processes,ethniccultural processes,1
kore saram,kore saram,1
materikovskie,materikovskie,1
1932-1933 famine,1932-1933 famine,1
monthly famine losses,monthly famine losses,1
arab uprising,arab uprising,1
caribbean crisis,caribbean crisis,1
crimea and sevastopol television,crimea and sevastopol television,1
digitalization in crimea,digitalization in crimea,1
russian and ukrainian media system,russian and ukrainian media system,1
tv market,tv market,1
economic development model,economic development model,1
socialist reform,socialist reform,1
‌vietnam,‌vietnam,1
rsfsr council of ministers,rsfsr council of ministers,1
rsfsr ministry of higher education institutions,rsfsr ministry of higher education institutions,1
ussr council of ministers,ussr council of ministers,1
volgograd regional committee of cpsu,volgograd regional committee of cpsu,1
political songs,political songs,1
soviet music industry,soviet music industry,1
ecumenical,ecumenical,1
afro-cubans,afro-cubans,1
black cubans,black cubans,1
cuban migration,cuban migration,1
racial inequality,racial inequality,1
capital conversion,capital conversion,1
capital forms,capital forms,1
types of capital,types of capital,1
aleksei n,aleksei n,1
ivan pavlov,ivan pavlov,1
folk carnival,folk carnival,1
historical symptom,historical symptom,1
political polyphony,political polyphony,1
theories of peasant literature,theories of peasant literature,1
modern yiddish culture,modern yiddish culture,1
proletarian yiddish culture,proletarian yiddish culture,1
transnational cultural organization,transnational cultural organization,1
umparteyishkeyt (non-partisanship),umparteyishkeyt (non-partisanship),1
anti-rightist campaign,anti-rightist campaign,1
chen heqin,chen heqin,1
zhang zonglin,zhang zonglin,1
genealogy of protest,genealogy of protest,1
public protest,public protest,1
repertoires of contention,repertoires of contention,1
soviet publicity,soviet publicity,1
image of the addressee,image of the addressee,1
image of the author,image of the author,1
message for descendants,message for descendants,1
multi-method approach,multi-method approach,1
political protests,political protests,1
classical reception studies,classical reception studies,1
metro 2033,metro 2033,1
józef panaś,józef panaś,1
britishness,britishness,1
feminist postcolonial geography,feminist postcolonial geography,1
girin,girin,1
m. k. diterikhs,m. k. diterikhs,1
provisional priamurye government,provisional priamurye government,1
housing in the ussr,housing in the ussr,1
culture of loss,culture of loss,1
dzmak’atcoba,dzmak’atcoba,1
male ethos,male ethos,1
male friendship,male friendship,1
street culture,street culture,1
street violence,street violence,1
tragic masculinity,tragic masculinity,1
contemporary auteurism,contemporary auteurism,1
sharaf rashidov,sharaf rashidov,1
body techniques,body techniques,1
extra-ordinary,extra-ordinary,1
film anthropology,film anthropology,1
performance theory,performance theory,1
protest trajectories,protest trajectories,1
bistability,bistability,1
metastability,metastability,1
electoral reforms in hungary,electoral reforms in hungary,1
hungarian constitutional history,hungarian constitutional history,1
secret balloting,secret balloting,1
universal suffrage,universal suffrage,1
famines,famines,1
recordings,recordings,1
rock,rock,1
zine,zine,1
sociology of elites,sociology of elites,1
(de)politicization,(de)politicization,1
sexual self,sexual self,1
talk-show,talk-show,1
church archeology,church archeology,1
n.ya.marr,n.ya.marr,1
s.a.zhebelev,s.a.zhebelev,1
the study of religion,the study of religion,1
archival investigative case,archival investigative case,1
falsifications,falsifications,1
policy of «localization»,policy of «localization»,1
polish national minority,polish national minority,1
uman region,uman region,1
international success,international success,1
socio-economic factors,socio-economic factors,1
ussr national team,ussr national team,1
engineering staff,engineering staff,1
priest serhiy andriiovych mizetskyi,priest serhiy andriiovych mizetskyi,1
priest’s wife,priest’s wife,1
social and political transformations,social and political transformations,1
male managers,male managers,1
work-family integration,work-family integration,1
death culture,death culture,1
advertising effects,advertising effects,1
advertising literacy,advertising literacy,1
consumer involvement,consumer involvement,1
international red cross,international red cross,1
russian red cross,russian red cross,1
russians in emigration,russians in emigration,1
antonii (khrapovitskii) slutsk,antonii (khrapovitskii) slutsk,1
beilis,beilis,1
blood accusation,blood accusation,1
gavriil of bialystok,gavriil of bialystok,1
ioannikii (haliatovskii),ioannikii (haliatovskii),1
ritual murder,ritual murder,1
zabludowa,zabludowa,1
multilingual literature,multilingual literature,1
palermo protocol,palermo protocol,1
education in central asia,education in central asia,1
research in central asia,research in central asia,1
borders in africa,borders in africa,1
mauritania,mauritania,1
north-west africa,north-west africa,1
olonkho,olonkho,1
sofron danilov,sofron danilov,1
thaw period literature,thaw period literature,1
yakut folklore,yakut folklore,1
yakut literature,yakut literature,1
first russian emigration,first russian emigration,1
peasant russia,peasant russia,1
cultural models,cultural models,1
journal functions,journal functions,1
moldovan journals,moldovan journals,1
peer review,peer review,1
predatory publishing,predatory publishing,1
publishing standards,publishing standards,1
scientific misconduct,scientific misconduct,1
memorial sites,memorial sites,1
memory tourism,memory tourism,1
visitor maps,visitor maps,1
visitor research,visitor research,1
languages and belonging,languages and belonging,1
positioning analysis,positioning analysis,1
storylines,storylines,1
eshghi,eshghi,1
gilan,gilan,1
kuchik khan,kuchik khan,1
reza khan,reza khan,1
the tajaddod party,the tajaddod party,1
bulgarian ethnic minority,bulgarian ethnic minority,1
social and cultural development,social and cultural development,1
new authoritarianism,new authoritarianism,1
new convergent society,new convergent society,1
value conflict,value conflict,1
all-russian union of sisters of mercy,all-russian union of sisters of mercy,1
russian red cross society,russian red cross society,1
russian republic,russian republic,1
union of red cross sisters,union of red cross sisters,1
student teacher attitudes,student teacher attitudes,1
administrative misconduct,administrative misconduct,1
wrongfulness,wrongfulness,1
golos otca,golos otca,1
rasskaz o mnogich interesnych veščach,rasskaz o mnogich interesnych veščach,1
sčastlivaja moskva,sčastlivaja moskva,1
dead-letter regimes,dead-letter regimes,1
digital transformation,digital transformation,1
revolutionary consciousness,revolutionary consciousness,1
limited-access social order,limited-access social order,1
political settlement,political settlement,1
subnational governance,subnational governance,1
brazilian communist party,brazilian communist party,1
editorial calvino,editorial calvino,1
monopoly capitalism,monopoly capitalism,1
semi-colonialism,semi-colonialism,1
‘greater eurasia’,‘greater eurasia’,1
communication studies,communication studies,1
school of studies,school of studies,1
eastern europe and russia,eastern europe and russia,1
lgbti,lgbti,1
sexual education,sexual education,1
sexual culture,sexual culture,1
constructive politics,constructive politics,1
cultural and historical phenomenon,cultural and historical phenomenon,1
multi-ethnic structure,multi-ethnic structure,1
the central asian region,the central asian region,1
natural security,natural security,1
the aral problem,the aral problem,1
general kutepov,general kutepov,1
special committee,special committee,1
terrorists,terrorists,1
mensheviks,mensheviks,1
mutual aid,mutual aid,1
ayi kwei armah,ayi kwei armah,1
black panther,black panther,1
grand narratives,grand narratives,1
postcolonial critique,postcolonial critique,1
ryan coogler,ryan coogler,1
two thousand seasons,two thousand seasons,1
french discourse analysis,french discourse analysis,1
marie-anne paveau,marie-anne paveau,1
materialist discourse analysis,materialist discourse analysis,1
prediscourse,prediscourse,1
adaptive chess sport,adaptive chess sport,1
people with health deviations,people with health deviations,1
semantic core,semantic core,1
technical and tactical training,technical and tactical training,1
city morphology,city morphology,1
post-soviet city transformation,post-soviet city transformation,1
cuba-ussr,cuba-ussr,1
u.s.-cuban thaw,u.s.-cuban thaw,1
agro-amelioration,agro-amelioration,1
m.o. tiuleniev,m.o. tiuleniev,1
swamp drainage,swamp drainage,1
swamp research stations,swamp research stations,1
business facilitation,business facilitation,1
barriers to learning,barriers to learning,1
inclusive pedagogy,inclusive pedagogy,1
special needs,special needs,1
ritual economy,ritual economy,1
russian emigration in manchuria,russian emigration in manchuria,1
the harbin russian refugee assistance committee,the harbin russian refugee assistance committee,1
the soviet-chinese military conflict on the chinese eastern rail road,the soviet-chinese military conflict on the chinese eastern rail road,1
electronic corpus,electronic corpus,1
electronic corpus of tuvan language,electronic corpus of tuvan language,1
parallel text,parallel text,1
indigenous anthropology,indigenous anthropology,1
indigenousness,indigenousness,1
multiethnicity,multiethnicity,1
translocal links,translocal links,1
history of the soviet oriental studies,history of the soviet oriental studies,1
ottoman studies,ottoman studies,1
cultural-ideological dispositif,cultural-ideological dispositif,1
soviet science popularization,soviet science popularization,1
trading zone,trading zone,1
vocation,vocation,1
future of capitalism,future of capitalism,1
mutating capitalism,mutating capitalism,1
shape of the future,shape of the future,1
and rare-earth elements,and rare-earth elements,1
d.i. mendeleev,d.i. mendeleev,1
periodic table of the elements,periodic table of the elements,1
rare-earth elements,rare-earth elements,1
rare-scattered,rare-scattered,1
selective extractants and sorbents,selective extractants and sorbents,1
selective separation of rare-metal,selective separation of rare-metal,1
a. dopsch,a. dopsch,1
agrarian law,agrarian law,1
agrarian structure,agrarian structure,1
m. weber,m. weber,1
chosenness,chosenness,1
judeophobia,judeophobia,1
models for jewish–christian relations,models for jewish–christian relations,1
"the abrahamic model for jews, christians, and muslims","the abrahamic model for jews, christians, and muslims",1
the aleinu prayer,the aleinu prayer,1
the uniqueness of jerusalem,the uniqueness of jerusalem,1
trans-religion theologizing,trans-religion theologizing,1
equivalence of social indicators in cross-national research,equivalence of social indicators in cross-national research,1
perinatal center,perinatal center,1
bank of indochina,bank of indochina,1
chincom,chincom,1
finletter commission,finletter commission,1
foster dulles,foster dulles,1
ibm corporation,ibm corporation,1
land rovers,land rovers,1
luther hodges,luther hodges,1
maurice stans,maurice stans,1
miti,miti,1
radar fence,radar fence,1
roger makins,roger makins,1
russian book codes,russian book codes,1
soya beans,soya beans,1
vc-10 aircraft,vc-10 aircraft,1
viscount aircraft,viscount aircraft,1
war assets administration,war assets administration,1
early soviet scienc,early soviet scienc,1
institute of history of the as ussr,institute of history of the as ussr,1
institute of history of the communist academy,institute of history of the communist academy,1
postwar history of scholarship,postwar history of scholarship,1
nikolsky v. k.,nikolsky v. k.,1
the history of primitive society,the history of primitive society,1
the problem of the origin of religion,the problem of the origin of religion,1
the soviet archeology,the soviet archeology,1
the soviet ethnography,the soviet ethnography,1
the soviet historiography,the soviet historiography,1
gender equality policy,gender equality policy,1
anti-racist,anti-racist,1
laplanche,laplanche,1
seduction,seduction,1
"""folklore bible""","""folklore bible""",1
history of the study of religion,history of the study of religion,1
masha rol’nikaite,masha rol’nikaite,1
fuel elements,fuel elements,1
materials science,materials science,1
nuclear project,nuclear project,1
research and production cooperation,research and production cooperation,1
scientific and technological development,scientific and technological development,1
viam,viam,1
chuch'e (juche) realism,chuch'e (juche) realism,1
north korean art,north korean art,1
politics of art,politics of art,1
deformation of historical memory,deformation of historical memory,1
archive of the russian academy,archive of the russian academy,1
institualization of science,institualization of science,1
russian academy of science,russian academy of science,1
s. f. oldenburg,s. f. oldenburg,1
scientific department of narkompros,scientific department of narkompros,1
nikolai nikolaevich koz'min,nikolai nikolaevich koz'min,1
cairo,cairo,1
madame chiang,madame chiang,1
operation buccaneer,operation buccaneer,1
stilwell,stilwell,1
historiography of ancient history,historiography of ancient history,1
miplh,miplh,1
peasants' protests,peasants' protests,1
resettlement movement,resettlement movement,1
congo mission,congo mission,1
quadratic nexus,quadratic nexus,1
highly-skilled women,highly-skilled women,1
work-family balance,work-family balance,1
sibirskie ogni,sibirskie ogni,1
low income,low income,1
noneconomic factors,noneconomic factors,1
postulate,postulate,1
poverty and wealth in postreform russia,poverty and wealth in postreform russia,1
dobiash-rozhdestvenskaya,dobiash-rozhdestvenskaya,1
petrushevski,petrushevski,1
culture-specific speech,culture-specific speech,1
dialecticism,dialecticism,1
hutsul dialect,hutsul dialect,1
shadows of forgotten ancestors,shadows of forgotten ancestors,1
a. s. bashkirov,a. s. bashkirov,1
classical philologists,classical philologists,1
classical philology,classical philology,1
classical scholars,classical scholars,1
classical studies in russia,classical studies in russia,1
i. a. lezius,i. a. lezius,1
ju. a. ivanov. g. m. prigorovskij,ju. a. ivanov. g. m. prigorovskij,1
p. f. preobrazhenskij,p. f. preobrazhenskij,1
s. ja. lur'e,s. ja. lur'e,1
samara state university,samara state university,1
soviet classical studies,soviet classical studies,1
lloyd percival,lloyd percival,1
player development,player development,1
team strategy,team strategy,1
the hockey handbook,the hockey handbook,1
world hisrory,world hisrory,1
moscow bombing,moscow bombing,1
public/private,public/private,1
beer folklore,beer folklore,1
boris grushin,boris grushin,1
czechoslovak sociology,czechoslovak sociology,1
problems of peace and socialism/world marxist review,problems of peace and socialism/world marxist review,1
military interventions,military interventions,1
soviet-yugoslavian relations,soviet-yugoslavian relations,1
concepts in social sciences,concepts in social sciences,1
nikolsky,nikolsky,1
partisan group,partisan group,1
phoenicia,phoenicia,1
ras shamra,ras shamra,1
ugarit,ugarit,1
patron–client relationships,patron–client relationships,1
endurance,endurance,1
nuclear decommissioning,nuclear decommissioning,1
post-industrial,post-industrial,1
hijab ban,hijab ban,1
islamist politics,islamist politics,1
china dream,china dream,1
confucius institutes,confucius institutes,1
great rejuvenation,great rejuvenation,1
people's war,people's war,1
pla's strategic support force,pla's strategic support force,1
proxy army,proxy army,1
public opinion/ media warfare,public opinion/ media warfare,1
strategic psychological warfare,strategic psychological warfare,1
three warfares,three warfares,1
united front work department,united front work department,1
mikhail rostovtsev,mikhail rostovtsev,1
sergey zhebelyov,sergey zhebelyov,1
soviet ancient history,soviet ancient history,1
state academy for the history of material culture,state academy for the history of material culture,1
american armenian community,american armenian community,1
c-130 incident,c-130 incident,1
samuel klaus,samuel klaus,1
social and economic system,social and economic system,1
vsevolod avdiev,vsevolod avdiev,1
excellence initiative,excellence initiative,1
flagship university,flagship university,1
multiversity,multiversity,1
third mission,third mission,1
all-russian academy of arts,all-russian academy of arts,1
decisions of the central committee of the cpsu(b) on history,decisions of the central committee of the cpsu(b) on history,1
soviet art criticism,soviet art criticism,1
irgc,irgc,1
islamic revolutionary guard corps,islamic revolutionary guard corps,1
kontingentflüchtling,kontingentflüchtling,1
olga grjasnowa,olga grjasnowa,1
sasha marianna salzmann,sasha marianna salzmann,1
bim,bim,1
building information modelling,building information modelling,1
reconstruction project,reconstruction project,1
ubp,ubp,1
unfinished building project,unfinished building project,1
path dependence theory,path dependence theory,1
ukrainian-russian relations · 'russian world',ukrainian-russian relations · 'russian world',1
socialist bloc,socialist bloc,1
cultural and historical direction,cultural and historical direction,1
periodization of history,periodization of history,1
peter bitsilli,peter bitsilli,1
russian historical school of universal history,russian historical school of universal history,1
textbook of universal history,textbook of universal history,1
list (en): 1991,list (en): 1991,1
operation granby,operation granby,1
anti-dictatorial esthetics,anti-dictatorial esthetics,1
asymmetric response,asymmetric response,1
soviet corrective-labor camp,soviet corrective-labor camp,1
“oil wars”,“oil wars”,1
‘readerly’ and ‘writerly’ texts leadership,‘readerly’ and ‘writerly’ texts leadership,1
a city garden,a city garden,1
everyday practice,everyday practice,1
bukhara national soviet republic,bukhara national soviet republic,1
central asian khanates,central asian khanates,1
english government,english government,1
tsar russia,tsar russia,1
stalinist productivism,stalinist productivism,1
communist party of great britain,communist party of great britain,1
cultural superiority,cultural superiority,1
survivor testimonies,survivor testimonies,1
ethnic german liaison office,ethnic german liaison office,1
oberkommando der wehrmacht,oberkommando der wehrmacht,1
sonderkommando “r”,sonderkommando “r”,1
mental health disparities,mental health disparities,1
irrigation system,irrigation system,1
karshi,karshi,1
mirzachul,mirzachul,1
siphon,siphon,1
water reservoir,water reservoir,1
artillery weapons,artillery weapons,1
i.a. makhanov,i.a. makhanov,1
scientific and technical thought,scientific and technical thought,1
universal cannon,universal cannon,1
history and cinema,history and cinema,1
anders army,anders army,1
archival affairs,archival affairs,1
delegation (representatives of the polish embassy),delegation (representatives of the polish embassy),1
displaced,displaced,1
global science,global science,1
research funding,research funding,1
biocenology,biocenology,1
natural capital,natural capital,1
soviet ecology,soviet ecology,1
i. i. tolstoy,i. i. tolstoy,1
book program,book program,1
yaroslavl region,yaroslavl region,1
de facto statelessness,de facto statelessness,1
de jure statelessness,de jure statelessness,1
mskhiladze,mskhiladze,1
office of war information,office of war information,1
soviet informbureau,soviet informbureau,1
concession,concession,1
external loan,external loan,1
migration reasons,migration reasons,1
“drifting” ethnicity,“drifting” ethnicity,1
post-war partisans,post-war partisans,1
“cursed soldiers”,“cursed soldiers”,1
surface waters,surface waters,1
dirigisme,dirigisme,1
e-services,e-services,1
government intervention,government intervention,1
postal services,postal services,1
public regulation,public regulation,1
semi-structured interviews,semi-structured interviews,1
management of education,management of education,1
public school administration,public school administration,1
school environment,school environment,1
school life,school life,1
school management,school management,1
aid–aid effectiveness,aid–aid effectiveness,1
civil society–ngos,civil society–ngos,1
environment (built and natural)–climate change,environment (built and natural)–climate change,1
history of the uss,history of the uss,1
museum object,museum object,1
“slavic question”,“slavic question”,1
international research collaborations,international research collaborations,1
internationalization of research,internationalization of research,1
invisibilization,invisibilization,1
north–south,north–south,1
bulgarian film,bulgarian film,1
cinema periodicals,cinema periodicals,1
german and italian film,german and italian film,1
wartime propaganda,wartime propaganda,1
buffer zone,buffer zone,1
political map,political map,1
latvian riflemen,latvian riflemen,1
lockhart's plot,lockhart's plot,1
code of criminal and corrective penalties 1845,code of criminal and corrective penalties 1845,1
criminal code 1903,criminal code 1903,1
criminal code of ukraine 2001,criminal code of ukraine 2001,1
criminal code of ussr 1922,criminal code of ussr 1922,1
lithuanian statute,lithuanian statute,1
public duty,public duty,1
russian truth,russian truth,1
violence against a citizen,violence against a citizen,1
violence against an official,violence against an official,1
bibliography study,bibliography study,1
boone library school,boone library school,1
department of library science,department of library science,1
education of library science,education of library science,1
school of library and information science,school of library and information science,1
wuhan university,wuhan university,1
agonistic debates,agonistic debates,1
listening,listening,1
significant dissensus,significant dissensus,1
transcaucasian seim,transcaucasian seim,1
foreign policy identity,foreign policy identity,1
literary characters,literary characters,1
literary emigration,literary emigration,1
moldovan literature,moldovan literature,1
moldovan writers,moldovan writers,1
writers-emigrants,writers-emigrants,1
central bazaar,central bazaar,1
literary era,literary era,1
yu.m. polyakov,yu.m. polyakov,1
ivan lyubachivsky,ivan lyubachivsky,1
lyubomyr husar,lyubomyr husar,1
svyatoslav shevchuk,svyatoslav shevchuk,1
"“kovpakivtsi,” “dognalivtsi.”","“kovpakivtsi,” “dognalivtsi.”",1
fashion photography,fashion photography,1
richard avedon,richard avedon,1
artistic time,artistic time,1
details of everyday life,details of everyday life,1
love for the city,love for the city,1
moscow text,moscow text,1
signs of time,signs of time,1
baku commune,baku commune,1
march days,march days,1
communist production policy,communist production policy,1
deklarasi ekonomi,deklarasi ekonomi,1
indonesian socialism,indonesian socialism,1
rise of indonesian technocracy,rise of indonesian technocracy,1
german-language poetry,german-language poetry,1
authoritative regimes,authoritative regimes,1
transitive regimes,transitive regimes,1
demoralization,demoralization,1
destabilization of social system,destabilization of social system,1
destabilization stages,destabilization stages,1
socio-political conflict,socio-political conflict,1
subversive activity,subversive activity,1
ancient chinese philosophy,ancient chinese philosophy,1
comparative history of philosophy,comparative history of philosophy,1
history of marxism,history of marxism,1
administrative-territorial system,administrative-territorial system,1
national districts and village councils,national districts and village councils,1
normative-legal provision of formation of national administrative-territorial units,normative-legal provision of formation of national administrative-territorial units,1
jewish religious revival,jewish religious revival,1
music fans,music fans,1
russian rock music,russian rock music,1
tsoi wall,tsoi wall,1
anatolii nitochkin,anatolii nitochkin,1
chukchi culture,chukchi culture,1
iurii rytkheu,iurii rytkheu,1
‘fourth’ cinema (indigenous cinema),‘fourth’ cinema (indigenous cinema),1
analysis of indicators of prison and probation policy,analysis of indicators of prison and probation policy,1
effectiveness of prison and probation policy,effectiveness of prison and probation policy,1
efficiency of prison and probation policy,efficiency of prison and probation policy,1
modulations of prison and probation policy,modulations of prison and probation policy,1
penitentiary system of ukraine,penitentiary system of ukraine,1
prison budgets,prison budgets,1
prison criminality,prison criminality,1
public policy analysis,public policy analysis,1
kenya african national union,kenya african national union,1
bio-fiction,bio-fiction,1
julian barnes,julian barnes,1
dynamics of fame,dynamics of fame,1
estrada-singer,estrada-singer,1
cinematic landscape,cinematic landscape,1
panel buildings,panel buildings,1
iran-latin america relations,iran-latin america relations,1
iran’s grand strategy,iran’s grand strategy,1
us-iran confrontation,us-iran confrontation,1
us-latin america grand strategy,us-latin america grand strategy,1
literary traditions,literary traditions,1
december 1970,december 1970,1
gdynia,gdynia,1
street demonstrations,street demonstrations,1
workers’ protests,workers’ protests,1
chekhovian studies,chekhovian studies,1
history of chekhovian studies,history of chekhovian studies,1
evolution phases,evolution phases,1
the armenian diaspora,the armenian diaspora,1
transforming diaspora,transforming diaspora,1
poem analysis,poem analysis,1
russian women-poets,russian women-poets,1
horizontal citizenship,horizontal citizenship,1
globalization from below,globalization from below,1
counterpropaganda,counterpropaganda,1
thai press,thai press,1
thailand,thailand,1
activities of subjects,activities of subjects,1
housing and communal services,housing and communal services,1
housing rights,housing rights,1
public works,public works,1
cinematic cold war,cinematic cold war,1
spoils of war,spoils of war,1
contract terms,contract terms,1
dangerous cargo,dangerous cargo,1
dangerous cargo transportation contract,dangerous cargo transportation contract,1
regulatory conditions,regulatory conditions,1
leonid solovyov,leonid solovyov,1
postcolonial problems in literature,postcolonial problems in literature,1
cultural dialogue,cultural dialogue,1
dialogue with the other,dialogue with the other,1
kazakh literature in russian,kazakh literature in russian,1
nuclear weapons program,nuclear weapons program,1
didacticization,didacticization,1
lesson plan-summary,lesson plan-summary,1
literature of russian germans,literature of russian germans,1
victor klein,victor klein,1
azerbaijani novel,azerbaijani novel,1
azerbaijani woman,azerbaijani woman,1
literature of 1930-1950,literature of 1930-1950,1
psychological conflict,psychological conflict,1
women’s freedom,women’s freedom,1
berlin of 1945,berlin of 1945,1
berlin text,berlin text,1
crossing the border and coming back,crossing the border and coming back,1
fairytale motive,fairytale motive,1
isaev-stierlitz,isaev-stierlitz,1
motive of a difficult task,motive of a difficult task,1
novel “seventeen moments of spring”,novel “seventeen moments of spring”,1
biblical archetextuality,biblical archetextuality,1
christian mysticism,christian mysticism,1
jewish-german poetry,jewish-german poetry,1
poetics of memory,poetics of memory,1
the bible,the bible,1
“axial” archetext,“axial” archetext,1
autism spectrum disorder,autism spectrum disorder,1
children with special needs,children with special needs,1
health care services,health care services,1
mirror-imaging,mirror-imaging,1
nato and us navy,nato and us navy,1
slocs,slocs,1
apparition,apparition,1
subconscious,subconscious,1
sergei zalygin,sergei zalygin,1
miguel delibes,miguel delibes,1
russia and spain,russia and spain,1
russian reception of spanish literature,russian reception of spanish literature,1
translation and reception,translation and reception,1
chetfalva,chetfalva,1
lutheranism. ukraine,lutheranism. ukraine,1
protestant architecture,protestant architecture,1
vytautas žalakevičius,vytautas žalakevičius,1
english women-writers,english women-writers,1
translation of fiction,translation of fiction,1
russian generation 1.5,russian generation 1.5,1
socio-political transformation,socio-political transformation,1
chkhenkeli,chkhenkeli,1
georgian social democrats,georgian social democrats,1
zhordania,zhordania,1
politicization of literature,politicization of literature,1
the problem of continuity,the problem of continuity,1
the second wave of emigration,the second wave of emigration,1
“children of the sunset”,“children of the sunset”,1
compassion fatigue,compassion fatigue,1
professional resilience,professional resilience,1
conflicts over borders,conflicts over borders,1
republic of estonia,republic of estonia,1
the fall of the russian empire,the fall of the russian empire,1
locus-psychologema,locus-psychologema,1
fire,fire,1
modern russian writers,modern russian writers,1
research in сhina,research in сhina,1
women’s literature of russia,women’s literature of russia,1
catholic education,catholic education,1
reform of the higher education,reform of the higher education,1
feat,feat,1
front-liners,front-liners,1
hostilities,hostilities,1
canonical status,canonical status,1
tomos,tomos,1
ukrainian orthodox church of moscow patriarchate,ukrainian orthodox church of moscow patriarchate,1
protection of property,protection of property,1
socio-economic rights,socio-economic rights,1
state responsibilities,state responsibilities,1
soviet school cinema,soviet school cinema,1
«thawе»,«thawе»,1
cognitive definition,cognitive definition,1
cognitive ethnolinguistics,cognitive ethnolinguistics,1
concept of postwar partisan,concept of postwar partisan,1
“dictionary of the lithuanian language”,“dictionary of the lithuanian language”,1
drug traffickers,drug traffickers,1
narco-terrorism,narco-terrorism,1
the islamic republic of iran,the islamic republic of iran,1
the habomai islands and shikotan,the habomai islands and shikotan,1
the san francisco peace treaty,the san francisco peace treaty,1
the south sakhalin and the kuril islands,the south sakhalin and the kuril islands,1
the soviet-japanese negotiations of 1955-1956,the soviet-japanese negotiations of 1955-1956,1
the visit of prime minister hatoyama to moscow,the visit of prime minister hatoyama to moscow,1
house of government,house of government,1
morality in extreme si-tuations,morality in extreme si-tuations,1
children’s literature in the 1920s,children’s literature in the 1920s,1
soviet newspapers and magazines,soviet newspapers and magazines,1
сhildren’s periodicals,сhildren’s periodicals,1
ethnic marker,ethnic marker,1
livestock branding,livestock branding,1
picture,picture,1
austro-hungarian monarchy,austro-hungarian monarchy,1
hungarian peace delegation,hungarian peace delegation,1
trianon peace treaty,trianon peace treaty,1
socialist citizenship,socialist citizenship,1
religious renaissance,religious renaissance,1
history of czechoslovakia (1945–1948),history of czechoslovakia (1945–1948),1
l.a. steinhardt,l.a. steinhardt,1
us financial policy,us financial policy,1
children’s book of the 1920s-30s,children’s book of the 1920s-30s,1
collection of riddles,collection of riddles,1
bogd gegeen,bogd gegeen,1
central archives of the federal security service of russia,central archives of the federal security service of russia,1
